,GEM plant ID,Plant name (English),Plant name (other language),Other plant names (English),Other plant names (other language),Owner,Owner (other language),Owner GEM entity ID,Owner PermID,SOE status,Parent (English),Parent GEM entity ID,Parent PermID,Location address,Location address (other language),Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,GEM wiki page,Plant age,Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Category steel product,Steel products,Steel sector end users,Workforce size,ISO 14001,ISO 50001,ResponsibleSteel certification,Main production equipment,Power source,Iron ore source,Met coal source,latitude,longitude,Plant age (years),total_capacity,Lat,Lon,geometry
499,P100000121019,Hoa Phat Hai Duong Steel plant,,,,Hoa Phat Hai Duong Steel JSC,Thép Hòa Phát Hải Dương,E100000130919,5000048454,,Hoa Phat Group JSC [100.0%],E100000130846 [100.0%],4297921171 [100.0%],"Hiep Son Ward, Kinh Mon Town, Hai Duong Province, Hai Duong, Vietnam",,Kinh Mon Town,Hai Duong,Vietnam,Asia Pacific,"21.0153600, 106.5360230",exact,https://www.gem.wiki/Hoa_Phat_Hai_Duong_Steel_plant,19,unknown,2007-08-01 00:00:00,2007,unknown,unknown,unknown,,300.0,,,finished rolled,"galvanized, coil, pipe, wire",unknown,5489,yes,unknown,no,BF; BOF,114 MW Captive Power Plant,unknown,unknown,21.01536,106.536023,19.0,300.0,21.0153600,106.5360230,POINT (106.536023 21.01536)
501,P100000120552,Hospet Steels Hospet plant,,"HSL, Kalyani Steels",,Hospet Steels Ltd,,E100002004716,5000932160,,Kalyani Steels Ltd [61.0%]; Mukand Ltd [39.0%],E100000130701 [61.0%]; E100002007557 [39.0%],4295872493 [61.0%]; 4295872402 [39.0%],"Hospet, Kanakapur, Karnataka, India",,Hospet,Karnataka,India,Asia Pacific,"15.3390550, 76.2516960",exact,https://www.gem.wiki/Hospet_Steels_Hospet_plant,28,unknown,unknown,1998,unknown,unknown,unknown,,500.0,200.0,,"semi-finished, finished rolled","rounds, bar, billet","automotive, building and infrastructure, energy, steel packaging, tools and machinery, transport",1105,yes,unknown,no,BF; BOF; EAF; IF; DRI,unknown,unknown,unknown,15.339055,76.251696,28.0,700.0,15.3390550,76.2516960,POINT (76.251696 15.339055)
508,P100000120318,Hubei Jinshenglan Metallurgical Technology Co Ltd,湖北金盛兰冶金科技有限公司,,嘉鱼顺乐钢铁一期,Hubei Jinshenglan Metallurgical Technology Co Ltd,湖北金盛兰冶金科技有限公司,E100000123176,unknown,,natural person(s) [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],E100000123261 [62.6%]; E100000124849 [9.1%]; E100000124850 [6.8%]; E100000124851 [4.9%]; E100000124852 [4.2%]; E100000124853 [3.6%]; E100000124854 [2.5%]; E100000124855 [2.4%]; E100000124856 [1.9%]; E100000132388 [1.9%],unknown [62.6%]; unknown [9.1%]; unknown [6.8%]; unknown [4.9%]; unknown [4.2%]; unknown [3.6%]; unknown [2.5%]; unknown [2.4%]; unknown [1.9%]; unknown [1.9%],"Linjiang Industrial Park, Jiayu County, Xianning City, Hubei Province",湖北省咸宁市嘉鱼县临江产业园,Xianning,Hubei,China,Asia Pacific,"29.9167290, 113.8229210",exact,https://www.gem.wiki/Hubei_Jinshenglan_Metallurgical_Technology_Co_Ltd,10,unknown,unknown,2016,unknown,unknown,unknown,,3600.0,,1200.0,finished rolled,"structural, spring steel",unknown,3712,2023-07-10 00:00:00,2023-06-02 00:00:00,no,BF; BOF,unknown,unknown,unknown,29.916729,113.822921,10.0,4800.0,29.9167290,113.8229210,POINT (113.822921 29.916729)
514,P100000120178,Hunan Valin Xiangtan Iron and Steel Co Ltd,湖南华菱湘潭钢铁有限公司,,,Hunan Valin Lianyuan Iron and Steel Co Ltd,湖南华菱涟源钢铁有限公司,E100000123177,unknown,,Hunan Valin Steel Co Ltd [100.0%],E100000124129 [100.0%],unknown [100.0%],Gangcheng Road,湖南省湘潭市岳塘区钢城路,unknown,Hunan,China,Asia Pacific,"27.8141300, 112.8973770",exact,https://www.gem.wiki/Hunan_Valin_Xiangtan_Iron_and_Steel_Co_Ltd,68,unknown,unknown,1958,unknown,unknown,unknown,,14000.0,,,finished rolled,"bar, wire, plate",unknown,9432,2023-05-31 00:00:00,2023-05-31 00:00:00,no,BF; BOF,unknown,unknown,unknown,27.81413,112.897377,68.0,14000.0,27.8141300,112.8973770,POINT (112.897377 27.81413)
516,P100000120422,Hüttenwerke Krupp Mannesmann (HKM) steel plant,,"HKM, Glocke Duisburg",,Hüttenwerke Krupp Mannesmann GmbH,,E100000003277,4296098874,Partial,thyssenkrupp AG [40.0%]; Vallourec SA [20.0%]; EP Investment S.à r.l. [8.9%]; Tiliacordata Limited [1.1%]; Salzgitter AG,E100000004212 [40.0%]; E100001010324 [20.0%]; E100002021743 [8.9%]; E100002021744 [1.1%]; E100001010315,4295869754 [40.0%]; 4295867374 [20.0%]; unknown [8.9%]; unknown [1.1%]; 4295869182,"Hüttenwerke Krupp Mannesmann GmbH Ehinger Strasse 200, 47259 Duisburg, Germany",,Duisburg,North Rhine-Westphalia,Germany,Europe,"51.3712790, 6.7233100",exact,https://www.gem.wiki/Hüttenwerke_Krupp_Mannesmann_(HKM)_steel_plant,117,unknown,unknown,1909,unknown,unknown,unknown,,6000.0,1080.0,,"crude, semi-finished, finished rolled","coke, billet, pig iron, sinter, round bar, rolled, slab",unknown,3000,2024-06-22 00:00:00,2024-06-22 00:00:00,no,DRI; EAF; BF; BOF,unknown,unknown,unknown,51.371279,6.72331,117.0,7080.0,51.3712790,6.7233100,POINT (6.72331 51.371279)
528,P100000120806,IMH Tula steel plant,ПАО Тулачермет,"Tulaсhermet Steel (steel producer), Novotulsky Metallurgical Plant (predecessor), Tulachermet JSC, Promsort-Tula, PAO Tulaсhermet","Металлургический завод Тулачермет (Russian, crude iron only), ООО Тулачермет-Сталь (Russian, steel only), Тула-Сталь (Russian, steel only), Новотульский металлургический завод (НТМЗ) (Russian, predecessor), Тулачермет-Сталь (Russian, steel only), ЛПК (литейно-прокатный комплекс)",Promsort LLC,"ООО ""Промсорт""",E100001012220,5083831360,,natural person(s) [50.0%]; Sortoprokat-Tsentr LLC [49.0%]; small shareholder(s) [1.0%],E100000123261 [50.0%]; E100001016121 [49.0%]; E100001015587 [1.0%],unknown [50.0%]; unknown [49.0%]; unknown [1.0%],"Przhevalskogo street, 2, Tula, Russia, 300016","300016, Российская Федерация, Тульская область, Тула, ул. Пржевальского, д. 2",Tula,Tula,Russia,Eurasia,"54.1567260, 37.7255510",exact,https://www.gem.wiki/IMH_Tula_steel_plant,91,1931,1931,1935,unknown,unknown,unknown,,3400.0,,,"semi-finished, finished rolled","billet, wire rod, rebar, channel, angle",tools and machinery,4652,2022-09-05 00:00:00,2024-07-08 00:00:00,no,BF; BOF,Tulachermet PBS power station,KMAruda Korobkovskoye Gubkin Mine (P100000128717),unknown,54.156726,37.725551,91.0,3400.0,54.1567260,37.7255510,POINT (37.725551 54.156726)
531,P100000120182,Inner Mongolia BaoTou Steel Union Co Ltd,内蒙古包钢钢联股份有限公司,,,Inner Mongolia BaoTou Steel Union Co Ltd,内蒙古包钢钢联股份有限公司,E100000126357,unknown,,Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],E100000126357 [100.0%],unknown [100.0%],unknown,内蒙古自治区包头市河西区,Baotou,Inner Mongolia,China,Asia Pacific,"40.6479970, 109.7408980",exact,https://www.gem.wiki/Inner_Mongolia_BaoTou_Steel_Union_Co_Ltd,26.64,unknown,unknown,1999-06-29 00:00:00,unknown,unknown,unknown,,,5810.0,,finished rolled,"tube, wire, profile, plate","building and infrastructure, transport",25519,no,no,no,BF; BOF,Combined Cycle Power Plant,unknown,"Inner Mongolia local and Shanxi Coking Coal Group, Shenhua Group, Ningmei Group, Wulan Group",40.647997,109.740898,26.64,5810.0,40.6479970,109.7408980,POINT (109.740898 40.647997)
544,P100000120560,Jai Balaji Durgapur Unit IV steel plant,,JBG Durgapur,,Jai Balaji Industries Ltd,,E100000130703,4295873993,,Jai Balaji Industries Ltd [100.0%],E100000130703 [100.0%],4295873993 [100.0%],"Vill – Banskopa, P.O – Rajbandh Durgapur – 713212, Burdwan, India",,Durgapur,West Bengal,India,Asia Pacific,"23.4830750, 87.3521890",exact,https://www.gem.wiki/Jai_Balaji_Durgapur_Unit_IV_steel_plant,17,2007-10-01 00:00:00,unknown,2009,unknown,unknown,unknown,,,350.0,,"crude, semi-finished, finished rolled","bar, pipe, billet, rounds, pig iron, DRI",unknown,unknown,unknown,unknown,no,BF; DRI; IF; EAF,70 MW CPP,unknown,unknown,23.483075,87.352189,17.0,350.0,23.4830750,87.3521890,POINT (87.352189 23.483075)
545,P100000120562,Jai Balaji Jyoti Steels Sundargarh plant,,,,Jai Balaji Jyoti Steels Ltd,,E100000130984,5037247687,,Jai Balaji Industries Ltd,E100000130703,4295873993,"Village-Tainser, Tehsil- Lathikata, District-Sundargarh, Odisha -770 037, India",,Tainser,Odisha,India,Asia Pacific,"22.0853380, 84.8618400",exact,https://www.gem.wiki/Jai_Balaji_Jyoti_Steels_Sundargarh_plant,23,unknown,unknown,2003,unknown,unknown,unknown,,,,1600.0,"crude, semi-finished, finished rolled","billet, wire rod, DRI, bar",unknown,650,unknown,unknown,no,DRI; IF; EAF,18 MW (State grid); 110 MW CPP (proposed),OMC mines / private mines in Barbil-Joda,"Mahanadi Coalfields, & other coal fields",22.085338,84.86184,23.0,1600.0,22.0853380,84.8618400,POINT (84.86184 22.085338)
546,P100001025922,Jai Balaji Rajbandh Unit III steel plant,,,,Jai Balaji Industries Ltd,,E100000130703,4295873993,,Jai Balaji Industries Ltd [100.0%],E100000130703 [100.0%],4295873993 [100.0%],unknown,,Banskopa,West Bengal,India,Asia Pacific,"23.4874390, 87.3694940",exact,https://www.gem.wiki/Jai_Balaji_Rajbandh_Unit_III_steel_plant,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,908.0,,600.0,finished rolled,di pipe,unknown,unknown,unknown,unknown,no,BF; EAF,unknown,Barbil,unknown,23.487439,87.369494,,1508.0,23.4874390,87.3694940,POINT (87.369494 23.487439)
548,P100000120547,Jayaswal Neco Industries Raipur steel plant,,,,Jayaswal Neco Industries Ltd,,E100000120672,4295874276,,Jayaswal Neco Industries Ltd [100.0%],E100000120672 [100.0%],4295874276 [100.0%],"Siltara Growth Centre, Siltara, RAIPUR 493111, Chhattisgarh, India",,Raipur,Chhattisgarh,India,Asia Pacific,"21.3544950, 81.6764440",exact,https://www.gem.wiki/Jayaswal_Neco_Industries_Raipur_steel_plant,30,unknown,unknown,1996,unknown,unknown,unknown,,2800.0,1100.0,3000.0,"crude, semi-finished, finished rolled","bar, bloom, billet, pig iron, rolled, DRI",building and infrastructure,9503,expired,unknown,no,BF; DRI; EAF,"Five captive power plants, combined capacity of 60MW","Jayaswal Neco Metabodeli Mine (P100000128998), Jayaswal Neco Chhotedongar Mine (P100000129000), Dhobitola & Manegaon mine",Indian and imported,21.354495,81.676444,30.0,6900.0,21.3544950,81.6764440,POINT (81.676444 21.354495)
555,P100000120649,JFE West Japan Works (Fukuyama) steel plant,西日本製鉄所 福山地区,JFE - NKK Fukuyama,,JFE Steel Corp,ＪＦＥスチール株式会社,E100000003335,4295877328,,JFE Holdings Inc [100.0%],E100000000643 [100.0%],4295880726 [100.0%],"1 Kokan-cho, Fukuyama-shi, Hiroshima Pref. 721-8510 Japan",,Fukuyama,Hiroshima,Japan,Asia Pacific,"34.4652220, 133.4312050",exact,https://www.gem.wiki/JFE_West_Japan_Works_(Fukuyama)_steel_plant,61,unknown,unknown,1965,unknown,unknown,unknown,,,720.0,,"semi-finished, finished rolled","wire rod, rail, sheet, plate, coated, bar, pipe, piling, profile","automotive, building and infrastructure, energy, steel packaging, tools and machinery, transport",5730,yes,unknown,no,BF; BOF; DRI,unknown,"Australia, Brazil and India",unknown,34.465222,133.431205,61.0,720.0,34.4652220,133.4312050,POINT (133.431205 34.465222)
560,P100000120349,Jiangsu Delong Nickel Industry Co Ltd,江苏德龙镍业有限公司,,,Jiangsu Delong Nickel Industry Co Ltd,江苏德龙镍业有限公司,E100000126498,5074552962,,Jiangsu Delong Nickel Industry Co Ltd [100.0%],E100000126498 [100.0%],5074552962 [100.0%],Guanchao 2nd Road,江苏省盐城市响水县沿海经济开发区观潮二路,unknown,Jiangsu,China,Asia Pacific,"34.4434690, 119.8165740",exact,https://www.gem.wiki/Jiangsu_Delong_Nickel_Industry_Co_Ltd,15.55,unknown,unknown,2010-08-02 00:00:00,unknown,unknown,unknown,1000.0,,,,finished rolled,unknown,"building and infrastructure, tools and machinery, transport",3635,2023-12-22 00:00:00,2023-12-22 00:00:00,no,EAF,State Grid Jiangsu Electric Power,unknown,unknown,34.443469,119.816574,15.55,1000.0,34.4434690,119.8165740,POINT (119.816574 34.443469)
564,P100000120189,Jiangsu Shagang Group Huaigang Special Steel Co Ltd,江苏淮钢集团有限公司,"Nanjing Iron and Steel Group Jiangsu Huaigang Co., Ltd., Jiangsu Shagang Group Huaigang Special Steel Co., Ltd., Jiangsu Huaigang Group Co., Ltd.","江苏沙钢集团淮钢特钢有限公司, 南京钢铁集团江苏淮钢有限公司, 江苏沙钢集团淮钢特钢股份有限公司",Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,江苏沙钢集团淮钢特钢股份有限公司,E100000124018,unknown,,Jiangsu Shagang Co Ltd [63.8%]; Hengde International Co Ltd [13.6%]; Jiangsu Shagang Group Co Ltd [10.6%]; unknown [6.2%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [3.2%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [2.6%],E100000124726 [63.8%]; E100000125940 [13.6%]; E100000122410 [10.6%]; E100000132388 [6.2%]; E100000124037 [3.2%]; E100000124038 [2.6%],unknown [63.8%]; unknown [13.6%]; unknown [10.6%]; unknown [6.2%]; unknown [3.2%]; unknown [2.6%],No.188 Xi'an South Road,江苏省淮安市清浦区西安南路188号,unknown,Jiangsu,China,Asia Pacific,"33.5660390, 118.9884420",exact,https://www.gem.wiki/Jiangsu_Shagang_Group_Huaigang_Special_Steel_Co_Ltd,56,unknown,unknown,1970,unknown,unknown,unknown,,4166.0,,,finished rolled,unknown,"automotive, energy, tools and machinery, transport",3836,expired,expired,no,BF; BOF; EAF,30MW Distributed Photovoltaic Power Generation,unknown,unknown,33.566039,118.988442,56.0,4166.0,33.5660390,118.9884420,POINT (118.988442 33.566039)
566,P100000120195,Jiangsu Shente Steel Co Ltd,溧阳新港制钢有限公司,"Liyang Xingang Steel Co., Ltd.",江苏申特钢铁有限公司,Jiangsu Shente Steel Corp,江苏申特钢铁有限公司,E100000127108,unknown,,Jiangsu Delong Nickel Industry Co Ltd [100.0%],E100000126498 [100.0%],5074552962 [100.0%],No. 288 Kunlun North Road,江苏省溧阳市昆仑北路288号,Liyang,Jiangsu,China,Asia Pacific,"31.4711230, 119.4859410",exact,https://www.gem.wiki/Jiangsu_Shente_Steel_Co_Ltd,18.43,unknown,unknown,2002-07-30 00:00:00,unknown,unknown,2021,,4000.0,1400.0,,"semi-finished, finished rolled","billet, rebar, wire, bar","building and infrastructure, transport",573,expired,expired,no,BF; BOF,unknown,unknown,unknown,31.471123,119.485941,18.43,5400.0,31.4711230,119.4859410,POINT (119.485941 31.471123)
569,P100000120198,Jiangsu Xugang Iron and Steel Group Co Ltd,江苏徐钢钢铁集团有限公司,"Xuzhou Zhongyuan Iron and Steel Industry Co., Ltd., Xuzhou Dongnan Iron and Steel Industry Co., Ltd.","徐州中原钢铁工业有限公司, 徐州东南钢铁工业有限公司",Jiangsu Xusteel Group Co Ltd,江苏徐钢钢铁集团有限公司,E100000126140,unknown,,Jiangsu Xusteel Group Co Ltd [100.0%],E100000126140 [100.0%],unknown [100.0%],National Highway 104,江苏省徐州市铜山区104国道,unknown,Jiangsu,China,Asia Pacific,"34.5770160, 117.3396380",exact,https://www.gem.wiki/Jiangsu_Xugang_Iron_and_Steel_Group_Co_Ltd,22.46,unknown,unknown,2003-09-05 00:00:00,unknown,unknown,unknown,,,1200.0,,"semi-finished, finished rolled","billet, rebar, wire, bar","building and infrastructure, tools and machinery",3062,2022-08-05 00:00:00,2024-04-08 00:00:00,no,BF; BOF,Photovoltaic Power Generation,unknown,unknown,34.577016,117.339638,22.46,1200.0,34.5770160,117.3396380,POINT (117.339638 34.577016)
572,P100000120205,Jiangyin Huaxi Iron and Steel Co Ltd,江阴华西钢铁有限公司,,,Jiangyin Huaxi Steel Co Ltd,江阴华西钢铁有限公司,E100000126810,unknown,Partial,Wuxi Zhongbang Equity Investment Partnership LP [77.8%]; Jiangsu Huaxi Group Co Ltd [22.2%],E100000128531 [77.8%]; E100000128532 [22.2%],unknown [77.8%]; unknown [22.2%],Huaxi Industrial Park,江苏省无锡市江阴市华士镇华西工业园区,Huashi,Jiangsu,China,Asia Pacific,"31.8164820, 120.4243470",exact,https://www.gem.wiki/Jiangyin_Huaxi_Iron_and_Steel_Co_Ltd,23.39,unknown,unknown,2002-09-29 00:00:00,unknown,unknown,unknown,,1850.0,,,finished rolled,spring steel,"building and infrastructure, tools and machinery, transport",1356,2023-08-04 00:00:00,2025-08-02 00:00:00,no,BF; BOF,unknown,unknown,unknown,31.816482,120.424347,23.39,1850.0,31.8164820,120.4243470,POINT (120.424347 31.816482)
576,P100000120158,Jianlong Xilin Iron and Steel Co Ltd,西林钢铁集团有限公司,"Xilin Iron and Steel Group Co., Ltd.",建龙西林钢铁有限公司,Jianlong Xilin Iron and Steel Co Ltd,建龙西林钢铁有限公司,E100000127058,unknown,,Beijing Jianlong Investment Co Ltd [87.6%]; unknown [12.4%],E100000000155 [87.6%]; E100000132388 [12.4%],unknown [87.6%]; unknown [12.4%],"Xinxing Street, Xilin District, Yichun City, Heilongjiang Province",黑龙江省伊春市西林区新兴大街,Yichun,Heilongjiang,China,Asia Pacific,"47.4950360, 129.2879190",exact,https://www.gem.wiki/Jianlong_Xilin_Iron_and_Steel_Co_Ltd,60,unknown,unknown,1966,unknown,unknown,unknown,,,1400.0,,finished rolled,"wire rod, rail, bar, rounds, hot rolled, angle",unknown,4573,2025-09-12 00:00:00,2023-10-20 00:00:00,no,BF; BOF,unknown,unknown,unknown,47.495036,129.287919,60.0,1400.0,47.4950360,129.2879190,POINT (129.287919 47.495036)
586,P100000120543,Jindal Stainless Jajpur steel plant,,JSL,,Jindal Stainless Ltd,,E100000120686,4295873341,,Jindal Stainless Ltd [100.0%],E100000120686 [100.0%],4295873341 [100.0%],"Kalinga Nagar Industrial Complex, Duburi Dist., Jajpur- 755 026, Orissa, India",,Kalinganagar,Odisha,India,Asia Pacific,"20.9549390, 86.0519860",exact,https://www.gem.wiki/Jindal_Stainless_Jajpur_steel_plant,15,2003,unknown,2011,unknown,unknown,unknown,250.0,,430.0,,"semi-finished, finished rolled","slab, coil, plate","automotive, building and infrastructure, energy, steel packaging, tools and machinery, transport",1095,yes,yes,no,BF; EAF; IF,2x 125 MW CPP,Barbil/Joda/open market,JCL,20.954939,86.051986,15.0,680.0,20.9549390,86.0519860,POINT (86.051986 20.954939)
588,P100000120515,Jindal Steel Angul steel plant,,JSPL Angul steel plant (formerly),,Jindal Steel Limited Ltd,,E100001000439,4295874065,,Jindal Steel Limited Ltd [100.0%],E100001000439 [100.0%],4295874065 [100.0%],"Chhendipada Road, SH-63, Jindal Nagar, Angul, Odisha 759111, India",,Angul,Odisha,India,Asia Pacific,"20.8848960, 84.9915390",exact,https://www.gem.wiki/Jindal_Steel_Angul_steel_plant,13,unknown,unknown,2013,unknown,unknown,unknown,,5000.0,,,"semi-finished, finished rolled","bar, plate","automotive, building and infrastructure, energy, transport",unknown,expired,unknown,no,BF; BOF; DRI; EAF,"Angul Steel power station, a 810 MW captive power plant",JSPL TRB Mine (P100000128505),"Mozambique, Australia and Canada",20.884896,84.991539,13.0,5000.0,20.8848960,84.9915390,POINT (84.991539 20.884896)
589,P100000121173,Jindal Steel Asanboni steel plant,,JSPL Asanboni Steel Plant (formerly),,Jindal Steel Limited Ltd,,E100001000439,4295874065,,Jindal Steel Limited Ltd [100.0%],E100001000439 [100.0%],4295874065 [100.0%],"Asanboni, Narayanpur, East Singhbhum, Jharkhand, India",,Asanboni,Jharkhand,India,Asia Pacific,"24.1310370, 87.4387280",approximate,https://www.gem.wiki/Jindal_Steel_Asanboni_steel_plant,unknown,2005,unknown,unknown,unknown,unknown,unknown,,10000.0,3600.0,4500.0,finished rolled,rebar,unknown,unknown,unknown,unknown,no,BF; BOF,"CPP, 1320 MW Godda thermal power plant",unknown,unknown,24.131037,87.438728,,18100.0,24.1310370,87.4387280,POINT (87.438728 24.131037)
592,P100000120542,Jindal Steel Patratu steel plant,,"JSPL Balkudra steel plant, JSPL Patratu steel plant (formerly)",,Jindal Steel Limited Ltd,,E100001000439,4295874065,,Jindal Steel Limited Ltd [100.0%],E100001000439 [100.0%],4295874065 [100.0%],"Jharkhand State Highway 2, Patratu, Jharkhand 829143, India",,Patratu,Jharkhand,India,Asia Pacific,"23.6329910, 85.3253080",exact,https://www.gem.wiki/Jindal_Steel_Patratu_steel_plant,unknown,2007,unknown,unknown,unknown,unknown,unknown,,6000.0,1900.0,5000.0,semi-finished,"wire rod, bar",unknown,unknown,unknown,unknown,no,BF; BOF,1320 MW captive power plant,unknown,unknown,23.632991,85.325308,,12900.0,23.6329910,85.3253080,POINT (85.325308 23.632991)
